user_id,age,travel_type,region_visited,spending_usd,num_reviews,days_trip,social_shares,satisfaction_score,would_recommend
U0890,60,Negocios,Costa,405.3,9,9,2,4.32,1
U0891,64,Familiar,Sierra,350.37,15,9,0,4.85,1
U0892,62,Familiar,Costa,235.58,6,5,1,4.28,1
U0893,35,Turismo,Sierra,432.24,8,14,4,4.45,1
U0894,55,Negocios,Selva,367.79,14,9,3,4.92,1
U0895,52,Turismo,Selva,226.88,5,5,3,3.67,0
U0896,32,Familiar,Selva,294.76,17,9,4,4.42,1
U0897,42,Pareja,Selva,257.79,7,6,5,3.87,1
U0898,54,Negocios,Sierra,194.87,9,5,1,3.6,0
U0899,45,Negocios,Selva,398.06,16,7,7,4.28,1
U0900,27,Familiar,Costa,246.49,18,3,6,3.89,1
U0901,56,Turismo,Costa,519.89,13,13,2,5.0,1
U0902,34,Turismo,Costa,240.93,18,3,3,3.3,1
U0903,56,Pareja,Costa,292.89,10,3,4,3.55,1
U0904,39,Negocios,Costa,390.56,1,10,1,5.0,1
U0905,43,Turismo,Selva,430.72,18,11,4,4.03,1
U0906,61,Negocios,Costa,132.19,19,4,7,3.08,1
U0907,42,Turismo,Costa,348.69,2,11,1,4.08,1
U0908,34,Familiar,Sierra,262.94,4,5,3,4.6,1
U0909,30,Turismo,Costa,397.47,11,11,1,4.01,0
U0910,37,Pareja,Costa,435.03,3,13,4,4.43,0
U0911,42,Turismo,Costa,372.62,9,9,4,3.96,1
U0912,21,Turismo,Costa,285.81,10,5,2,3.94,0
U0913,27,Negocios,Costa,459.89,2,12,6,4.59,1
U0914,20,Turismo,Sierra,427.86,7,11,3,4.26,1
U0915,58,Turismo,Sierra,454.61,15,11,4,5.0,1
U0916,62,Negocios,Costa,521.68,19,14,2,4.58,1
U0917,35,Turismo,Costa,336.49,10,8,5,4.24,1
U0918,64,Turismo,Costa,387.4,14,6,3,4.38,1
U0919,53,Familiar,Sierra,440.16,4,10,4,4.39,1
U0920,64,Turismo,Costa,220.75,11,5,3,4.04,1
U0921,39,Familiar,Costa,258.51,3,4,3,4.1,0
U0922,51,Negocios,Sierra,368.94,17,14,6,4.55,1
U0923,64,Negocios,Costa,132.95,7,3,1,3.58,0
U0924,25,Turismo,Costa,169.46,11,2,4,3.02,1
U0925,57,Turismo,Costa,372.86,18,12,1,4.94,1
U0926,61,Negocios,Selva,280.87,14,7,1,4.53,1
U0927,36,Familiar,Selva,410.84,14,11,4,4.62,1
U0928,59,Familiar,Sierra,277.92,6,3,3,3.74,0
U0929,58,Turismo,Costa,408.56,9,9,1,4.92,1
U0930,54,Negocios,Sierra,326.19,3,7,2,4.57,1
U0931,23,Familiar,Selva,384.49,17,13,2,4.67,1
U0932,43,Turismo,Selva,410.98,12,13,2,4.41,1
U0933,51,Familiar,Costa,315.17,4,6,3,4.41,1
U0934,62,Familiar,Selva,419.76,16,14,4,4.34,1
U0935,23,Familiar,Costa,153.31,10,3,7,3.87,1
U0936,54,Turismo,Costa,352.37,7,8,2,4.82,1
U0937,50,Negocios,Sierra,214.24,10,3,7,3.53,1
U0938,39,Turismo,Costa,450.52,7,14,0,4.49,1
U0939,38,Turismo,Selva,338.8,18,6,3,4.13,1
U0940,23,Familiar,Costa,271.1,9,3,6,3.99,1
U0941,23,Negocios,Sierra,505.69,18,12,2,4.59,1
U0942,21,Negocios,Selva,361.84,17,11,1,3.89,1
U0943,47,Familiar,Selva,438.12,11,12,2,4.47,1
U0944,28,Familiar,Costa,417.58,1,12,6,5.0,1
U0945,47,Pareja,Costa,233.57,17,3,3,3.85,1
U0946,48,Familiar,Sierra,271.03,4,8,2,4.01,0
U0947,41,Turismo,Costa,302.07,4,10,6,4.34,1
U0948,26,Turismo,Selva,281.3,14,6,3,3.68,1
U0949,20,Familiar,Selva,285.63,9,8,1,4.04,1
U0950,48,Turismo,Costa,308.01,13,5,3,4.42,1
U0951,57,Turismo,Costa,141.62,16,3,4,3.87,1
U0952,54,Negocios,Costa,167.97,1,4,5,3.73,1
U0953,53,Turismo,Selva,195.82,3,3,5,3.58,0
U0954,41,Familiar,Costa,206.41,19,6,1,4.21,1
U0955,48,Turismo,Costa,389.33,8,7,2,4.47,1
U0956,23,Negocios,Costa,318.61,18,8,7,4.0,1
U0957,19,Turismo,Sierra,208.74,6,4,3,3.88,1
U0958,37,Negocios,Costa,284.49,6,5,3,4.13,1
U0959,45,Negocios,Costa,394.16,5,9,2,4.36,0
U0960,28,Turismo,Selva,271.44,12,5,2,3.65,1
U0961,21,Pareja,Selva,324.35,9,8,2,4.3,1
U0962,32,Turismo,Sierra,389.67,9,13,4,4.38,1
U0963,23,Negocios,Costa,337.08,17,7,6,4.01,1
U0964,47,Negocios,Costa,398.59,19,8,10,4.28,1
U0965,55,Turismo,Sierra,183.45,17,2,3,3.7,1
U0966,19,Turismo,Costa,196.44,16,4,3,3.31,1
U0967,32,Familiar,Selva,314.61,12,7,2,4.17,1
U0968,28,Turismo,Sierra,239.01,3,4,2,4.0,0
U0969,25,Familiar,Costa,266.94,14,8,6,4.38,1
U0970,43,Turismo,Selva,347.06,17,10,1,4.28,1
U0971,62,Turismo,Selva,328.3,16,4,4,4.18,1
U0972,61,Turismo,Costa,127.06,12,2,6,3.82,1
U0973,22,Pareja,Sierra,359.88,2,11,2,4.14,0
U0974,23,Turismo,Costa,413.63,8,14,3,4.69,1
U0975,43,Turismo,Costa,262.52,12,7,1,4.35,0
U0976,21,Turismo,Costa,416.57,16,13,5,4.96,1
U0977,36,Negocios,Sierra,216.86,8,2,1,3.51,1
U0978,37,Turismo,Selva,259.87,16,2,3,3.6,1
U0979,50,Negocios,Sierra,360.14,10,9,3,4.25,1
U0980,37,Turismo,Costa,337.97,15,10,4,4.79,1
U0981,29,Turismo,Sierra,293.65,4,3,2,4.06,0
U0982,64,Turismo,Costa,268.76,15,10,2,4.45,1
U0983,18,Familiar,Selva,316.99,4,6,4,3.91,1
U0984,43,Familiar,Costa,409.73,11,14,0,4.94,1
U0985,31,Familiar,Costa,347.43,6,9,3,4.58,1
U0986,55,Negocios,Costa,355.91,4,8,3,4.74,1
U0987,54,Negocios,Sierra,247.48,9,8,7,3.82,1
U0988,28,Turismo,Costa,268.18,9,5,3,4.36,1
U0989,53,Turismo,Sierra,227.58,3,3,2,3.43,1
U0990,30,Turismo,Costa,356.43,5,6,2,4.07,0
U0991,60,Negocios,Costa,552.39,15,12,1,5.0,1
U0992,20,Turismo,Costa,338.98,9,12,1,4.95,1
U0993,50,Negocios,Selva,309.73,2,4,3,3.76,0
U0994,23,Familiar,Selva,370.3,3,10,2,3.77,0
U0995,27,Negocios,Costa,265.11,12,7,3,3.61,1
U0996,22,Turismo,Costa,212.89,16,2,6,3.82,1
U0997,40,Negocios,Costa,173.76,5,4,2,3.31,0
U0998,27,Turismo,Sierra,376.72,10,13,3,4.14,1
U0999,61,Turismo,Costa,174.34,15,5,2,3.8,1
U1000,19,Familiar,Selva,399.5,14,10,3,3.86,1
U1001,30,Familiar,Selva,432.98,14,12,1,4.65,1
U1002,57,Turismo,Costa,264.81,13,7,1,3.73,1
U1003,19,Pareja,Costa,337.28,16,5,1,3.67,1
U1004,37,Pareja,Selva,161.29,8,2,1,3.18,0
U1005,18,Familiar,Selva,414.12,8,9,3,4.26,1
U1006,54,Familiar,Costa,422.73,17,12,6,5.0,1
U1007,26,Negocios,Costa,182.84,17,3,5,4.07,1
U1008,34,Turismo,Costa,410.88,3,12,3,4.51,1
U1009,26,Negocios,Costa,353.94,1,12,3,4.33,1
U1010,28,Negocios,Costa,360.81,17,9,4,4.25,1
U1011,32,Pareja,Costa,307.06,16,7,2,3.83,1
U1012,41,Turismo,Sierra,376.34,17,9,3,3.82,1
U1013,55,Familiar,Costa,349.49,2,7,5,4.06,1
U1014,52,Familiar,Costa,289.1,14,6,6,3.98,1
U1015,47,Familiar,Costa,209.5,7,6,1,4.71,0
U1016,48,Pareja,Selva,441.03,19,11,4,4.22,1
U1017,22,Negocios,Selva,395.14,1,11,3,3.46,0
U1018,61,Negocios,Costa,321.93,17,12,4,4.27,1
U1019,31,Turismo,Costa,365.45,10,9,2,3.9,1
U1020,28,Negocios,Selva,347.01,6,8,5,4.11,1
U1021,26,Negocios,Costa,332.05,7,9,1,4.3,1
U1022,51,Turismo,Costa,428.96,6,13,4,4.72,1
U1023,29,Familiar,Costa,320.21,5,9,5,4.58,1
U1024,52,Turismo,Costa,348.56,2,8,1,4.19,1
U1025,52,Turismo,Costa,223.66,18,3,1,3.36,1
U1026,18,Turismo,Selva,371.22,17,12,4,4.32,1
U1027,57,Negocios,Sierra,453.09,7,10,1,4.71,1
U1028,39,Negocios,Costa,427.78,19,14,4,5.0,1
U1029,46,Familiar,Selva,192.43,7,8,3,4.01,1
U1030,25,Turismo,Costa,415.31,7,13,4,4.64,1
U1031,28,Familiar,Costa,468.18,16,12,5,5.0,1
U1032,58,Negocios,Sierra,295.21,12,7,4,4.39,1
U1033,54,Familiar,Sierra,290.45,15,10,3,4.24,1
U1034,31,Turismo,Costa,409.66,15,14,5,4.93,1
U1035,47,Turismo,Costa,140.39,11,2,6,3.33,1
U1036,52,Turismo,Sierra,387.87,2,12,4,4.47,1
U1037,38,Familiar,Sierra,203.57,3,3,2,4.15,0
U1038,54,Turismo,Sierra,485.76,19,14,1,4.28,1
U1039,22,Turismo,Costa,200.86,15,2,1,3.54,1
U1040,36,Pareja,Costa,403.23,16,11,1,4.84,1
U1041,31,Familiar,Costa,527.82,1,13,2,5.0,1
U1042,43,Turismo,Costa,281.92,15,4,2,4.27,1
U1043,21,Familiar,Selva,455.27,12,12,3,5.0,1
U1044,42,Turismo,Costa,192.66,7,6,5,3.78,1
U1045,62,Negocios,Costa,156.85,7,2,4,4.27,1
U1046,59,Turismo,Sierra,181.24,11,5,2,3.65,1
U1047,42,Pareja,Costa,422.62,11,14,4,3.83,1
U1048,35,Pareja,Costa,389.72,17,9,3,4.34,1
U1049,57,Turismo,Selva,285.89,3,7,1,3.78,1
U1050,25,Turismo,Selva,514.69,16,14,2,4.97,1
U1051,56,Negocios,Sierra,229.1,5,2,1,3.42,0
U1052,57,Pareja,Costa,441.37,2,13,3,5.0,0
U1053,31,Pareja,Sierra,249.24,7,2,4,3.77,1
U1054,49,Turismo,Sierra,307.1,10,4,7,3.51,1
U1055,55,Familiar,Costa,417.13,5,11,4,4.84,1
U1056,50,Familiar,Costa,361.47,15,9,2,4.44,1
U1057,40,Turismo,Selva,448.3,12,12,2,4.55,1
U1058,32,Negocios,Costa,346.3,10,12,3,4.26,1
U1059,50,Turismo,Sierra,344.09,17,9,3,4.16,1
U1060,42,Turismo,Costa,459.87,11,14,1,4.74,1
U1061,34,Turismo,Costa,220.44,8,4,3,3.8,1
U1062,50,Turismo,Costa,288.28,15,8,3,4.79,1
U1063,64,Pareja,Selva,488.75,2,13,3,4.52,1
U1064,19,Negocios,Costa,247.38,17,4,3,3.31,1
U1065,31,Turismo,Sierra,274.15,6,5,3,4.1,1
U1066,57,Turismo,Sierra,443.42,13,10,5,4.69,1
U1067,57,Turismo,Sierra,451.3,8,14,3,4.01,1
U1068,56,Turismo,Selva,241.66,11,5,2,3.52,0
U1069,23,Turismo,Sierra,306.94,15,4,4,3.94,1
U1070,23,Negocios,Costa,208.78,13,6,3,4.07,1
U1071,20,Turismo,Selva,330.31,18,8,1,4.06,1
U1072,24,Turismo,Sierra,246.43,18,6,1,3.8,1
U1073,25,Negocios,Costa,275.73,17,5,4,3.72,1
U1074,59,Familiar,Costa,378.57,13,9,3,3.99,1
U1075,32,Turismo,Selva,292.48,3,5,2,4.45,1
U1076,64,Turismo,Costa,267.97,7,3,5,3.6,1
U1077,46,Familiar,Sierra,381.78,12,11,7,4.67,1
U1078,50,Negocios,Costa,451.56,4,14,1,4.76,1
U1079,47,Negocios,Costa,331.86,11,7,4,4.48,1
U1080,56,Familiar,Sierra,261.03,14,3,2,4.01,1
U1081,44,Turismo,Costa,173.86,18,4,3,3.79,1
U1082,53,Turismo,Costa,210.14,7,2,2,2.93,0
U1083,46,Familiar,Sierra,263.55,5,6,0,3.88,0
U1084,55,Familiar,Costa,376.55,16,10,3,4.98,1
U1085,50,Pareja,Sierra,198.82,11,3,4,3.74,1
U1086,54,Turismo,Selva,402.71,3,13,0,4.17,1
U1087,44,Turismo,Sierra,276.83,16,8,0,3.48,0
U1088,50,Turismo,Costa,275.76,11,6,1,4.09,1
U1089,21,Negocios,Costa,234.58,10,3,3,2.95,0
U1090,39,Turismo,Sierra,319.82,2,9,1,3.75,0
U1091,19,Turismo,Selva,476.12,16,12,2,5.0,1
U1092,27,Pareja,Selva,583.99,17,14,5,5.0,1
U1093,22,Turismo,Selva,481.72,10,14,3,4.81,1
U1094,27,Turismo,Costa,303.47,18,7,5,4.25,1
U1095,50,Turismo,Costa,215.48,12,5,3,3.3,0
U1096,55,Negocios,Costa,479.57,8,14,5,4.64,1
U1097,30,Negocios,Costa,334.95,3,5,4,4.03,1
U1098,48,Turismo,Costa,314.08,3,3,7,3.76,1
U1099,64,Negocios,Selva,308.68,6,4,2,3.71,1
U1100,53,Turismo,Costa,369.92,2,8,4,4.73,1
U1101,62,Familiar,Costa,259.39,3,4,2,4.06,0
U1102,41,Familiar,Costa,408.63,17,14,3,4.91,1
U1103,32,Turismo,Selva,278.33,9,6,2,4.08,1
U1104,46,Negocios,Sierra,383.62,4,11,1,3.89,0
U1105,25,Familiar,Sierra,300.87,2,7,8,4.0,1
U1106,22,Familiar,Selva,269.56,9,7,2,3.97,0
U1107,46,Negocios,Costa,298.99,14,5,1,4.06,1
U1108,64,Familiar,Sierra,291.84,11,7,5,4.13,1
U1109,21,Turismo,Costa,221.12,2,4,3,3.75,0
U1110,29,Familiar,Costa,291.95,2,8,1,4.28,1
U1111,62,Pareja,Selva,339.37,5,8,1,3.76,0
U1112,19,Negocios,Sierra,335.93,7,5,3,4.1,1
U1113,44,Familiar,Costa,216.15,4,3,5,3.98,1
U1114,48,Turismo,Costa,430.72,14,12,1,4.85,1
U1115,53,Pareja,Sierra,424.52,2,8,1,3.92,0
U1116,53,Turismo,Costa,299.05,12,4,4,3.8,1
U1117,43,Familiar,Costa,223.83,10,2,5,3.98,1
U1118,60,Negocios,Costa,243.94,1,3,5,3.8,0
U1119,44,Turismo,Costa,364.26,19,11,6,4.7,1
U1120,22,Negocios,Selva,337.15,16,10,4,4.05,1
U1121,37,Pareja,Costa,445.92,15,13,0,4.97,1
U1122,28,Familiar,Costa,358.31,14,9,2,4.78,1
U1123,27,Familiar,Sierra,263.05,9,7,3,4.14,1
U1124,57,Pareja,Selva,340.7,15,7,5,3.75,1
U1125,55,Negocios,Costa,180.57,7,2,1,3.89,1
U1126,23,Turismo,Costa,273.02,4,3,4,3.62,0
U1127,25,Negocios,Costa,258.33,18,5,3,3.96,1
U1128,40,Negocios,Sierra,231.68,8,4,3,3.65,1
U1129,64,Negocios,Sierra,147.57,12,2,7,3.33,1
U1130,43,Turismo,Selva,308.58,15,9,5,3.95,1
U1131,63,Turismo,Selva,393.64,15,8,1,3.94,1
U1132,60,Negocios,Sierra,274.54,17,5,3,3.31,1
U1133,29,Negocios,Sierra,458.31,2,13,5,4.99,1
U1134,43,Negocios,Costa,518.88,12,13,5,4.74,1
U1135,30,Pareja,Costa,306.31,3,10,6,4.27,1
U1136,57,Familiar,Selva,450.19,7,12,2,4.76,1
U1137,35,Pareja,Costa,181.7,6,5,4,4.14,1
U1138,42,Turismo,Costa,172.56,14,2,6,4.23,1
U1139,50,Turismo,Sierra,337.16,5,11,1,4.27,0
U1140,64,Familiar,Costa,237.37,4,2,1,4.03,0
U1141,57,Turismo,Sierra,99.95,15,2,1,2.96,0
U1142,60,Turismo,Sierra,182.93,7,2,3,3.03,0
U1143,29,Negocios,Costa,203.16,3,5,4,3.32,0
U1144,61,Negocios,Selva,151.7,13,2,2,3.16,0
U1145,53,Turismo,Costa,181.62,10,3,2,3.09,0
U1146,21,Turismo,Costa,327.05,2,5,3,4.43,1
U1147,22,Turismo,Sierra,310.99,12,8,5,4.15,1
U1148,54,Negocios,Sierra,303.02,12,3,5,3.68,1
U1149,25,Negocios,Sierra,446.8,19,9,2,4.68,1
U1150,59,Familiar,Costa,566.75,19,14,5,5.0,1
U1151,45,Negocios,Sierra,324.81,3,8,1,3.8,1
U1152,48,Turismo,Costa,382.71,6,10,1,3.89,0
U1153,26,Familiar,Selva,324.43,2,7,4,4.53,1
U1154,46,Negocios,Costa,242.72,13,5,3,3.69,1
U1155,31,Negocios,Sierra,326.75,9,7,4,4.01,1
U1156,57,Turismo,Costa,214.34,13,5,4,4.18,1
U1157,58,Turismo,Costa,233.98,14,8,5,4.48,1
U1158,39,Turismo,Costa,407.9,19,10,0,4.51,1
U1159,28,Familiar,Selva,221.39,11,4,6,4.06,1
U1160,40,Negocios,Sierra,190.04,14,4,3,3.31,0
U1161,18,Turismo,Selva,174.15,16,3,4,4.0,1
U1162,63,Turismo,Costa,270.19,10,2,1,3.79,0
U1163,54,Negocios,Costa,217.64,16,2,1,3.76,1
U1164,38,Turismo,Costa,384.95,2,14,3,4.55,1
U1165,43,Turismo,Selva,179.53,16,4,6,3.92,1
U1166,63,Turismo,Costa,313.16,14,8,6,4.29,1
U1167,53,Negocios,Selva,440.45,18,12,2,4.71,1
U1168,40,Turismo,Selva,332.46,6,10,7,4.27,1
U1169,18,Turismo,Selva,208.01,7,3,1,3.5,1
U1170,57,Familiar,Sierra,333.48,13,8,2,4.65,1
U1171,32,Negocios,Sierra,201.2,2,2,4,3.61,1
U1172,38,Turismo,Sierra,96.9,15,3,3,3.06,0
U1173,64,Turismo,Costa,316.62,17,7,7,3.89,1
U1174,26,Familiar,Sierra,329.99,13,12,2,4.6,1
U1175,26,Turismo,Costa,268.99,7,6,1,4.31,0
U1176,27,Turismo,Costa,324.9,1,9,1,4.79,1
U1177,43,Familiar,Costa,384.91,3,13,6,4.39,1
U1178,58,Familiar,Costa,458.79,18,12,1,5.0,1
U1179,52,Turismo,Costa,160.46,7,3,1,3.82,1
U1180,42,Turismo,Costa,168.29,17,2,1,3.73,1
U1181,43,Familiar,Sierra,371.69,12,8,3,4.75,1
U1182,28,Pareja,Costa,277.96,16,7,4,4.3,1
U1183,55,Familiar,Sierra,312.05,10,9,2,4.08,1
U1184,19,Turismo,Costa,403.22,16,12,3,4.3,1
U1185,24,Negocios,Sierra,488.09,18,14,4,4.77,1
U1186,35,Turismo,Sierra,422.29,15,9,3,4.59,1
U1187,44,Familiar,Sierra,169.85,11,3,3,3.83,1
U1188,51,Turismo,Sierra,307.22,18,9,2,3.59,1
U1189,44,Turismo,Costa,291.72,6,7,3,3.82,0
U1190,34,Familiar,Sierra,383.7,1,10,4,4.77,1
U1191,60,Turismo,Costa,400.34,7,13,3,4.55,1
U1192,61,Familiar,Costa,362.18,12,8,3,4.66,1
U1193,41,Turismo,Sierra,170.79,4,3,2,3.81,0
U1194,42,Turismo,Costa,254.93,10,9,4,3.8,1
U1195,24,Turismo,Sierra,398.78,2,10,4,4.17,1
U1196,23,Familiar,Sierra,360.13,9,8,2,4.26,1
U1197,41,Negocios,Costa,313.33,10,5,6,4.18,1
U1198,50,Negocios,Costa,272.6,11,10,1,4.48,1
U1199,46,Pareja,Costa,227.81,14,5,3,3.46,1
U1200,60,Negocios,Selva,426.3,3,13,3,4.5,1
U1201,39,Turismo,Sierra,348.94,1,5,4,4.21,0
U1202,43,Turismo,Costa,364.23,7,10,4,3.87,1
U1203,45,Turismo,Costa,282.65,4,9,6,4.2,1
U1204,38,Turismo,Sierra,275.93,7,5,1,3.44,1
U1205,24,Negocios,Selva,415.44,16,9,4,4.09,1
U1206,34,Turismo,Costa,404.8,10,9,2,3.71,1
U1207,37,Turismo,Costa,355.84,15,8,4,4.73,1
U1208,58,Turismo,Selva,407.54,16,11,5,4.26,1
U1209,37,Negocios,Costa,347.68,6,14,4,4.35,1
U1210,39,Turismo,Costa,306.82,4,7,2,4.26,0
U1211,45,Negocios,Selva,358.88,4,9,5,3.86,1
U1212,57,Turismo,Sierra,319.76,4,8,2,3.7,1
U1213,24,Negocios,Costa,318.67,17,6,5,4.59,1
U1214,18,Negocios,Costa,430.05,13,13,1,5.0,1
U1215,49,Familiar,Costa,442.64,2,14,2,4.91,0
U1216,30,Turismo,Costa,513.02,6,14,4,5.0,1
U1217,47,Pareja,Selva,240.42,1,5,2,3.84,0
U1218,40,Pareja,Costa,442.08,8,13,3,4.31,1
U1219,36,Turismo,Sierra,261.53,18,3,1,3.39,1
U1220,49,Negocios,Selva,366.1,4,12,4,4.8,1
U1221,47,Turismo,Costa,294.01,5,9,1,3.81,0
U1222,46,Familiar,Costa,440.09,5,10,2,5.0,1
U1223,62,Turismo,Sierra,231.46,15,5,0,3.54,1
U1224,46,Negocios,Selva,295.72,10,5,1,4.32,1
U1225,47,Turismo,Selva,194.55,8,6,3,3.6,0
U1226,33,Familiar,Costa,91.5,7,3,4,4.07,1
U1227,57,Familiar,Sierra,345.96,12,8,0,4.81,1
U1228,36,Negocios,Sierra,276.94,11,6,8,4.27,1
U1229,35,Turismo,Selva,324.22,13,7,3,3.82,1
U1230,18,Negocios,Costa,354.83,15,5,3,3.9,1
U1231,31,Negocios,Sierra,288.11,17,9,3,4.0,1
U1232,64,Familiar,Selva,351.88,18,9,1,4.06,1
U1233,19,Negocios,Costa,512.72,8,13,4,4.95,1
U1234,45,Turismo,Costa,228.67,6,6,3,3.71,0
U1235,47,Negocios,Costa,409.61,11,13,3,4.99,1
U1236,55,Familiar,Costa,217.17,9,7,3,4.11,1
U1237,21,Familiar,Costa,350.77,5,4,3,3.88,0
U1238,18,Turismo,Selva,84.21,7,2,2,3.69,1
U1239,25,Familiar,Costa,412.12,15,10,2,4.88,1
U1240,46,Negocios,Costa,306.2,4,10,3,4.32,0
U1241,56,Turismo,Sierra,186.33,19,4,3,3.9,1
U1242,20,Turismo,Costa,314.29,13,5,5,4.34,1
U1243,49,Negocios,Costa,423.94,1,14,1,4.52,1
U1244,27,Turismo,Sierra,360.34,1,8,1,3.99,0
U1245,27,Pareja,Selva,285.66,14,3,3,3.39,1
U1246,36,Negocios,Sierra,448.88,9,13,2,4.11,1
U1247,63,Turismo,Sierra,283.34,12,4,4,3.94,1
U1248,51,Negocios,Costa,309.57,18,7,3,4.29,1
U1249,50,Negocios,Selva,422.98,9,12,3,4.67,1
U1250,40,Pareja,Costa,318.23,8,9,1,4.67,1
U1251,45,Turismo,Sierra,290.88,14,2,2,3.91,1
U1252,49,Turismo,Costa,298.24,9,5,5,4.31,1
U1253,24,Familiar,Selva,220.53,2,2,2,3.22,0
U1254,46,Negocios,Sierra,255.17,1,3,3,3.57,0
U1255,25,Turismo,Sierra,316.11,13,9,2,4.37,1
U1256,18,Turismo,Costa,352.08,10,7,3,3.9,1
U1257,20,Turismo,Costa,449.99,8,10,1,4.63,1
U1258,41,Pareja,Sierra,147.62,7,3,4,3.6,1
U1259,40,Familiar,Sierra,265.95,12,4,2,4.16,1
U1260,25,Turismo,Costa,375.33,17,10,3,4.56,1
U1261,64,Familiar,Selva,346.23,12,10,1,4.67,1
U1262,54,Negocios,Selva,406.4,16,14,1,4.57,1
U1263,20,Negocios,Costa,358.13,10,7,1,3.83,1
U1264,50,Negocios,Selva,249.28,12,4,3,3.85,1
U1265,45,Turismo,Sierra,272.96,11,6,0,3.93,1
U1266,64,Turismo,Costa,243.78,14,3,2,3.4,1
U1267,25,Turismo,Costa,321.38,13,8,2,4.66,1
U1268,51,Pareja,Sierra,359.21,2,11,3,4.43,0
U1269,52,Turismo,Sierra,423.08,7,12,5,4.03,1
U1270,49,Turismo,Costa,348.57,1,9,3,4.1,1
U1271,41,Negocios,Sierra,216.82,3,7,5,3.61,1
U1272,31,Negocios,Sierra,318.49,12,9,5,3.92,1
U1273,49,Turismo,Sierra,153.44,5,3,1,3.54,0
U1274,63,Turismo,Costa,156.31,12,4,5,3.42,1
U1275,60,Familiar,Selva,351.14,3,8,3,4.74,1
U1276,33,Negocios,Costa,360.97,5,11,0,4.79,1
U1277,21,Negocios,Costa,490.92,1,13,4,5.0,0
U1278,54,Turismo,Costa,103.01,16,2,2,3.52,0
U1279,38,Negocios,Costa,312.87,9,8,6,4.51,1
U1280,31,Negocios,Selva,274.74,10,7,1,3.82,1
U1281,48,Familiar,Costa,271.07,10,9,2,4.27,1
U1282,35,Negocios,Sierra,328.01,13,8,1,4.41,1
U1283,24,Turismo,Costa,186.56,16,5,2,3.92,1
U1284,27,Turismo,Costa,250.01,4,4,4,3.69,1
U1285,24,Negocios,Selva,274.91,14,4,5,3.62,1
U1286,50,Turismo,Sierra,274.47,17,5,1,3.58,1
U1287,40,Familiar,Costa,391.89,5,10,6,5.0,1
U1288,38,Turismo,Sierra,423.75,13,10,7,4.35,1
U1289,36,Familiar,Costa,459.73,3,14,2,5.0,1
U1290,36,Negocios,Costa,175.36,5,3,2,3.92,1
U1291,53,Familiar,Sierra,252.87,16,6,6,3.74,1
U1292,46,Negocios,Sierra,165.07,19,2,4,3.76,1
U1293,35,Turismo,Costa,208.93,19,5,5,3.69,1
U1294,19,Turismo,Selva,255.87,17,3,2,4.21,1
U1295,18,Pareja,Sierra,376.32,18,9,1,4.11,1
U1296,64,Turismo,Costa,177.85,18,5,5,4.12,1
U1297,22,Negocios,Sierra,242.0,8,6,6,3.03,1
U1298,37,Negocios,Sierra,362.03,18,12,3,3.97,1
U1299,28,Familiar,Sierra,276.96,9,5,2,4.02,1
U1300,59,Turismo,Costa,337.14,19,6,2,3.57,1
U1301,19,Familiar,Sierra,305.72,10,6,4,4.39,1
U1302,20,Negocios,Costa,248.26,2,6,5,4.09,1
U1303,40,Turismo,Selva,400.68,17,12,4,4.1,1
U1304,29,Negocios,Sierra,169.23,13,4,7,3.53,1
U1305,37,Pareja,Costa,261.94,11,8,2,4.37,1
U1306,22,Turismo,Sierra,281.18,16,4,3,3.13,1
U1307,54,Pareja,Selva,288.86,7,3,4,3.35,1
U1308,55,Turismo,Selva,203.14,3,4,2,3.51,0
U1309,47,Turismo,Costa,419.04,16,12,2,4.65,1
U1310,26,Turismo,Costa,274.9,19,4,3,3.93,1
U1311,51,Turismo,Sierra,266.78,16,9,1,4.25,1
U1312,61,Familiar,Costa,208.66,2,5,2,4.31,0
U1313,52,Pareja,Selva,338.56,14,4,3,4.09,1
U1314,39,Familiar,Costa,346.52,10,11,3,4.33,1
U1315,61,Familiar,Costa,265.22,19,6,4,4.37,1
U1316,41,Turismo,Costa,230.95,11,5,6,3.82,1
U1317,34,Turismo,Costa,272.45,18,10,2,4.68,1
U1318,27,Pareja,Sierra,354.11,11,9,5,4.21,1
U1319,47,Negocios,Costa,415.37,9,12,2,4.43,1
U1320,63,Familiar,Costa,336.8,19,8,2,4.83,1
U1321,40,Familiar,Costa,345.74,10,9,3,4.81,1
U1322,49,Turismo,Sierra,438.07,3,14,4,4.33,1
U1323,34,Pareja,Costa,257.45,3,6,3,3.91,1
U1324,34,Turismo,Sierra,236.09,8,5,4,3.62,0
U1325,31,Turismo,Sierra,278.32,6,8,4,4.32,1
U1326,26,Negocios,Sierra,152.75,1,2,5,3.47,0
U1327,57,Turismo,Selva,256.94,6,7,3,4.08,1
U1328,19,Turismo,Selva,378.64,2,9,2,4.06,0
U1329,62,Turismo,Selva,343.06,19,8,5,4.19,1
U1330,42,Familiar,Costa,218.01,7,3,4,4.48,1
U1331,56,Pareja,Costa,558.18,11,14,1,4.91,1
U1332,26,Negocios,Costa,281.47,11,8,0,4.2,1
U1333,39,Turismo,Selva,517.01,4,14,3,4.33,1
U1334,60,Pareja,Selva,292.53,16,7,5,3.71,1
U1335,63,Negocios,Selva,468.93,5,14,4,4.54,1
